Real,Imag
19.298069843,19.362333384
20.057438956,19.217026855
20.980203646,20.010488445
20.121460080,20.512806310
19.890103509,19.100480149
20.944117470,20.748195941
19.855734421,20.210503704
20.781492683,19.785895616
19.966812105,20.790460566
19.455695612,19.712783190
19.320092825,19.444684409
20.205385894,19.194961110
20.531615346,20.650005802
20.043209882,20.050486740
19.947955923,19.144788036
19.626948660,19.248261074
19.448995990,19.148110440
20.911190896,19.570814648
19.082354368,19.299251647
19.980186469,19.018695552
19.758141440,19.678175217
19.803769866,20.165234794
19.106582848,20.560851791
20.793462980,19.382320020
19.586204325,19.093489431
19.625297357,19.882479072
19.464107587,19.664154437
19.362805659,19.391397006
20.624910407,19.422158572
19.890821274,19.855728055
20.349643524,20.942248404
19.434183178,19.157250019
20.292294814,19.775617946
20.787794976,20.463502554
20.726435630,20.909456360
20.876072303,19.670892452
20.403740756,19.441991530
19.229744494,20.667839897
20.152958101,19.179671674
19.422811239,20.376104487
20.971427526,20.195812812
20.556227852,19.570071624
19.672588205,20.850685275
19.924376716,19.242694707
19.930064316,19.777232187
19.114897175,20.718148075
20.322973343,19.611399418
19.420063729,19.192374860
20.487300291,20.946844192
19.494801776,20.802404901
19.369519169,20.226844919
19.689908833,19.603582431
19.678051006,19.743397101
19.928272904,20.036175351
19.690602428,19.441552600
19.622355869,20.488429651
20.477614796,20.866917635
19.402162074,19.678357449
19.510189325,20.405944630
20.562363468,19.296058754
20.663861120,19.297156619
20.582933184,19.858001889
20.685544571,19.943897919
19.373679477,19.702452792
19.793377351,20.088384139
20.718898145,19.153535419
20.938048082,20.965157037
20.752593839,20.823606040
20.233742004,20.794298730
19.292670386,19.276929440
19.190135558,20.905870774
20.300664386,19.234121746
20.410525074,20.200042812
20.746132098,20.392969129
20.135639848,20.127124751
19.102245115,20.057006022
20.511020411,20.735711603
19.667016726,19.378106082
19.062107936,20.032880436
19.980275780,20.651396056
20.368913516,19.234869050
19.549745827,20.721093627
19.770525542,20.133147871
20.454483394,20.345056590
19.275957148,20.142360363
20.076497450,20.696283958
20.158797801,20.845901313
20.589976125,19.686822567
19.333196648,19.199093372
19.592950851,20.836645433
20.261681505,19.324576731
20.281662420,20.651897366
19.799051242,19.788929968
19.687378944,20.009717926
19.017086012,20.477362326
19.811708616,20.758458280
20.203852724,19.588430987
20.285140043,20.248603804
20.954655606,19.305443461
19.708431526,19.031901804
20.769386513,20.656509807
20.211902911,20.688998603
20.730298888,19.825407841
20.494320374,19.503193409
20.608931353,19.188186135
19.498612016,20.683388318
20.072315867,20.318349071
19.001458581,20.342245384
20.802742739,19.815707902
20.695572230,20.963800655
20.000382467,19.826511772
19.173701955,20.521794380
20.794786143,20.742569391
20.894821691,19.235767396
20.092641468,19.182181868
20.410794830,19.032642770
20.619955681,20.059141801
20.646728725,20.729378763
20.353644817,20.807899919
20.694484982,20.847636020
20.851475243,19.172186422
19.410816959,19.060009758
20.242254615,19.828743940
20.125136749,20.731016694
19.058164375,20.918963796
19.119725830,19.592948861
19.773882447,20.090653980
19.271230570,19.602310935
19.970259269,20.359729940
19.470226585,19.605600212
19.366047503,19.598418693
19.682720504,19.404145534
20.070100031,19.032983273
19.439905826,20.942511055
19.197248084,19.912368682
19.035369729,20.419212087
19.728545990,19.509013115
20.782308656,19.473269790
19.735990261,19.718265231
19.010197411,20.062196328
19.300441060,19.886440688
19.293971039,19.504582973
19.836070753,19.191682638
19.492151234,19.334266476
20.073545936,20.652449623
19.893813759,19.508449240
19.903390482,20.167534613
19.208576463,19.722698583
20.870202761,19.368762624
19.968578283,20.027213493
20.154633680,20.634552994
19.643256781,19.733048690
19.350743827,20.767302373
19.625182831,20.257324677
19.995265085,19.349327724
20.327750704,20.205937414
19.894855572,19.737504299
19.965620970,20.334330277
19.959273763,20.620198438
20.523659266,20.767452568
19.855034601,20.204287665
19.608553141,19.457243026
20.184827248,19.866517489
20.744575211,19.937838969
20.226897794,19.322092210
20.761956240,20.794061888
19.987219466,20.085833173
20.506928867,19.190418105
19.746597829,20.182758218
20.326728467,20.052845776
20.455706744,19.878682167
19.752391785,19.390086372
19.862022911,20.210731022
20.834541917,20.260612723
19.821146358,19.521645649
20.456481321,20.694969924
19.343792083,20.104524274
19.050966686,19.007984597
19.322992883,20.439208123
20.701503997,19.142366313
19.620590542,19.362151093
19.508194982,20.078959508
20.417472244,20.552795745
19.072164718,19.797008104
20.265600101,19.571174338
19.407021719,19.162356328
20.502169938,19.296500861
19.375396529,20.728199246
20.293371605,20.566549619
20.625859983,19.098285175
19.683852015,20.366164648
20.736687986,20.427777541
19.584828300,20.292635664
19.157549486,20.076812829
19.349121312,19.252993945
19.735546537,19.448840956
19.633330460,20.437873416
20.968550538,20.763062188
19.241945012,20.240249266
20.451852355,19.714813275
19.663838191,20.794649077
20.231177826,19.159258741
19.989532139,19.961056361
19.843480142,19.887905078
19.110884356,20.073552115
20.168754055,19.066358244
20.672140121,20.345149860
19.808404476,20.713559042
20.910684759,19.311119570
19.773937945,20.357580522
19.244170526,19.281669710
19.406431952,19.111120955
20.204453691,20.459295363
20.031865954,20.797682569
19.263025928,20.006744843
19.010968249,19.341413968
20.951378473,19.029251911
20.650792797,20.317394296
19.718703002,19.586293034
20.077979322,20.944086429
19.819975021,20.838060232
20.643087887,19.810476397
19.721165724,20.155407896
20.056805066,20.357927395
19.394855448,19.699234033
19.119980611,20.133303435
19.061069493,20.572669198
19.898749891,19.349490116
19.441909445,19.637158590
20.491238832,19.808737852
19.321396501,20.383332356
20.089067344,20.197858767
20.293743357,20.594259850
19.984652787,20.493426804
19.650653757,19.971946124
19.441226848,19.708877034
19.734186539,20.840496402
20.207252617,20.566617833
20.204439324,20.403012756
20.212252984,19.379888761
20.252804356,19.966568901
19.250973649,19.596489462
19.902142181,19.852669081
20.813832095,19.608740092
19.589931361,20.997243072
19.475752021,19.766315751
20.150019254,20.125711122
19.963244348,19.358785263
19.560526978,19.861789169
19.292529641,19.947119703
19.653104676,20.821792960
19.547736454,20.036716040
19.712910386,20.568662638
20.153740309,20.177749345
20.439430949,19.710925854
20.270893821,20.365550312
19.606983579,19.339098688
20.530534814,20.631140569
20.313843393,19.507608459
20.710461638,19.393243197
20.147867612,20.447671937
19.845867524,19.773870388
19.579369279,19.372229473
20.277215174,19.874130402
19.927871442,19.737945931
19.899424734,20.686158886
19.575468769,20.942253513
20.406627630,20.725210331
19.848653027,20.681819038
19.863330054,19.671013524
20.664152588,20.959453646
20.103857119,20.292628205
19.536475693,20.415409103
19.048875181,19.467000747
20.750332151,19.267950795
20.461866179,20.266131203
19.259860852,19.638600508
20.276968334,19.846945190
19.997887148,19.951502755
20.214082311,19.669503532
20.278610695,19.892915969
19.049907552,19.789101816
20.308381111,20.764705910
19.460826925,20.469223472
20.730593722,19.636441098
19.911259863,20.490131979
19.543116077,19.284518597
19.154131192,20.056600822
20.582597025,19.221329682
19.763894828,20.310140623
20.845154423,20.493427419
19.448576052,19.107243685
20.907029419,20.193545004
20.713548670,20.273902487
20.077674425,19.134311518
20.777938546,19.649185166
19.788249080,20.406013850
20.596890714,20.478026673
20.907255749,20.204217398
20.214262675,19.677985859
19.035984582,19.242452080
19.192676185,19.623193607
20.802435331,19.838007378
19.612293180,20.123158124
20.058200047,19.938361693
20.446166333,19.078567162
20.649654265,19.565615861
20.213739067,19.357549798
20.671078082,19.208162729
19.642418902,20.186059863
19.679139319,19.429209623
20.633442446,19.480645169
19.835154858,19.600867356
19.714630329,19.091853761
20.163377473,19.383430511
20.719831981,20.437381231
20.921293607,20.482874449
20.833098428,20.862834481
19.349968898,20.544610257
20.634621754,20.044538741
20.696342892,19.173631022
20.447923787,19.769377016
19.645585329,19.018322404
19.588770558,20.416724299
19.200982088,20.394201337
19.539693965,20.532126380
19.123155474,19.160345670
20.653530077,19.733982078
20.242327609,19.872361958
20.973332424,20.793790142
20.121703860,19.537686064
20.738783734,19.992995403
20.761095502,19.362636857
19.197877982,19.884253533
20.380312408,19.160310534
20.686700226,19.121774068
19.040906328,19.170240937
19.211290056,20.672615017
20.814436782,20.657637984
19.749167861,19.899408853
19.833217517,20.284533480
19.922812511,19.420782353
20.286541851,19.686273780
19.204452283,19.331730191
20.433780421,19.514001832
19.044936937,19.444964778
19.661864729,20.535184793
19.638912681,20.820681177
20.952106482,19.718093397
20.939764362,20.087467367
20.809493859,19.459944130
19.601754344,19.800076183
20.430220269,20.367671751
19.458046690,20.820897402
19.686977881,19.630346309
20.950902064,19.264566531
19.500730122,20.127972034
19.362537531,19.107653047
20.324207243,19.141226672
19.306995553,19.823497310
19.465821328,20.770744758
20.005801184,20.344108356
19.679306823,19.115768783
19.023750833,20.519360018
19.716386928,19.846554468
19.073460229,20.065081890
20.667939750,20.125581206
20.497476643,19.827326833
19.628100376,20.521130945
20.109897501,20.408407360
19.826799422,19.139201290
19.424004623,19.342845505
19.766979291,20.256378902
20.400358551,20.090445701
19.382728249,20.727723178
20.448177606,20.358069436
20.288080623,20.615194238
20.513943981,19.283721909
19.730698302,19.557806433
19.020708175,20.920002233
19.011614657,19.376823016
19.092849482,19.486611905
19.382371429,20.534272415
20.182100403,20.594094051
20.750566385,20.031266417
19.132059324,19.515977696
20.166193602,20.140718495
19.557600091,20.993388842
20.097751764,19.324566430
20.878789801,20.145055015
19.198438004,20.948497625
20.661794507,20.381516181
19.820218480,20.111629157
20.263575680,19.666976681
20.204893177,19.265317576
20.828805881,19.059897274
20.061364202,20.560905963
19.405833892,20.914804054
20.103403584,20.452496370
19.723187669,20.365848286
20.602060442,20.577279954
19.454027620,19.263985646
19.198056988,19.252081871
20.075569205,19.629950410
20.218825542,20.178960278
19.950341614,20.906175214
20.513286601,20.607250068
20.323129661,19.234161612
19.317341841,19.734901364
20.528165283,19.670218031
20.801735723,19.042213211
20.035348580,20.697084309
20.445374121,19.115662541
20.613553933,20.193044274
19.150472294,20.910272893
19.843493559,20.434199549
19.756379280,19.562732237
20.663741491,20.075835188
19.080942019,19.198802730
20.883700263,19.283379602
20.710324007,20.739140617
20.970637475,19.955163455
19.822876714,19.215511672
19.174919390,20.454550502
19.269114247,19.553998940
20.588324331,20.209464743
20.722662565,20.137656973
20.656186660,20.905889655
20.562786878,20.951611626
20.021082038,20.673611837
19.892415465,20.109471757
19.517152103,20.087079499
20.591146649,19.361456442
20.116859697,20.050893817
19.478256113,19.335497657
19.371441976,20.268149402
19.237469474,19.523111355
20.259272968,20.434517625
19.089229988,20.891909850
20.223009096,19.845851435
20.100744164,20.125446007
20.476136609,19.242729362
19.189232819,20.241877923
20.864784064,20.686238917
20.215635414,19.044339024
20.331522762,20.733401532
19.168424512,20.208825759
19.641505604,20.482071616
19.721821468,20.264771890
19.813159962,20.161949451
19.803080181,19.930143311
19.369254681,20.170634463
19.299914297,19.533619782
19.675851576,20.149436824
19.808135248,20.206297357
20.039086242,20.498096066
20.114092230,20.296686034
19.448975566,20.196721398
20.590098745,19.901632709
19.300589338,20.113926638
19.396535696,20.506015162
19.735552137,19.260809508
19.993008182,19.097684262
19.642759656,20.387601193
20.534540024,19.304646655
20.854610994,19.570085866
19.266751883,19.573905793
